,Name,Rarity,Price
26713,Maha Vailo,Common,1.28
26714,Malevolent Nuzzler,Common,1.21
26715,Masaki the Legendary Swordsman,Common,1.26
26716,Milus Radiant,Common,1.33
26717,Monster Reborn,Common,1.82
26718,Mountain,Common,1.21
26719,Penguin Soldier,Super Rare,2.72
26720,Polymerization,Common,1.92
26721,Princess of Tsurugi,Common,1.32
26722,Red-Eyes Black Dragon,Ultra Rare,3.21
26723,Reinforcements,Common,1.33
26724,Remove Trap,Common,1.28
26725,Reverse Trap,Common,1.31
26726,Sangan,Common,1.54
26727,Scapegoat,Super Rare,1.58
26728,Seven Tools of the Bandit,Common,1.37
26729,Shield & Sword,Common,1.35
26730,Sky Scout,Common,1.32
26731,Spirit of the Harp,Common,1.26
26732,Swordsman of Landstar,Common,1.39
26733,The Reliable Guardian,Common,1.29
26734,Thousand Dragon,Common,1.37
26735,Time Wizard,Common,2.19
26736,Trap Hole,Common,1.27
26737,Ultimate Offering,Common,1.37
26738,Waboku,Common,1.68
26739,White Magical Hat,Common,1.35
26740,Ancient Telescope,Common,1.33
26741,Battle Ox,Common,1.5
26742,Blue-Eyes White Dragon,Ultra Rare,7.01
26743,Castle Walls,Common,1.3
26744,Castle Walls,Common,3.92
26745,D. Human,Common,1.31
26746,D. Human,Common,3.41
26747,Dark Assailant,Common,1.52
26748,Dark Energy,Common,1.32
26749,Dark Energy,Common,0.49
26750,Dark Hole,Common,1.64
26751,Dark Hole,Common,3.42
26752,Dark Titan of Terror,Common,1.32
26753,De-Spell,Common,1.32
26754,Destroyer Golem,Common,1.27
26755,Fissure,Common,1.25
26756,Fissure,Common,2.03
26757,Gyakutenno Megami,Common,1.67
26758,Hane-Hane,Common,1.31
26759,Hitotsu-Me Giant,Common,1.29
26760,Invigoration,Common,1.5
26761,Judge Man,Common,1.36
26762,Just Desserts,Common,1.58
26763,Just Desserts,Common,0.99
26764,Kojikocy,Common,1.29
26765,Kojikocy,Common,7.59
26766,Koumori Dragon,Common,1.64
26767,La Jinn the Mystical Genie of the Lamp,Common,1.45
26768,Lord of D.,Super Rare,1.53
26769,Lord of D.,Super Rare,7.38
26770,Master & Expert,Common,1.36
26771,Monster Reborn,Common,1.62
26772,Monster Reborn,Common,0.89
26773,Mysterious Puppeteer,Common,1.21
26774,Mysterious Puppeteer,Common,9.72
26775,Mystic Clown,Common,1.22
26776,Mystic Horseman,Common,1.34
26777,Ogre of the Black Shadow,Common,1.22
26778,Ogre of the Black Shadow,Common,7.49
26779,Ookazi,Common,1.28
26780,Pale Beast,Common,1.22
26781,Reinforcements,Common,1.41
26782,Reinforcements,Common,5.1
26783,Remove Trap,Common,1.26
26784,Reverse Trap,Common,1.31
26785,Rogue Doll,Common,1.27
26786,Rude Kaiser,Common,2.06
26787,Ryu-Kishin,Common,1.54
26788,Ryu-Kishin Powered,Common,1.29
26789,Skull Red Bird,Common,1.29
26790,Sogen,Common,1.23
26791,Swordstalker,Common,1.41
26792,Swordstalker,Common,3.3
26793,Terra the Terrible,Common,1.25
26794,Terra the Terrible,Common,3.97
26795,The Flute of Summoning Dragon,Super Rare,1.36
26796,The Flute of Summoning Dragon,Super Rare,3.27
26797,The Inexperienced Spy,Common,1.31
26798,The Wicked Worm Beast,Common,1.55
26799,The Wicked Worm Beast,Common,3.9
26800,Trap Hole,Common,1.31
26801,Trap Master,Common,1.65
26802,Two-Pronged Attack,Common,1.32
26803,Ultimate Offering,Common,1.37
26804,Unknown Warrior of Fiend,Common,1.33
26805,Uraby,Common,1.27
26806,Battle Ox,Common,1.3
26807,Blue-Eyes White Dragon,Super Rare,2.01
26808,Burst Breath,Common,1.26
26809,Change of Heart,Common,1.84
26810,D. Tribe,Common,1.29
26811,De-Spell,Common,1.48
26812,Dust Tornado,Common,1.63
26813,Fairy Meteor Crush,Common,1.25
26814,Fissure,Common,1.24
26815,Gift of The Mystical Elf,Common,1.32
26816,Hane-Hane,Common,1.29
26817,Hyozanryu,Common,1.27
26818,Jar of Greed,Common,2.03
26819,Just Desserts,Common,1.71
26820,Kaiser Sea Horse,Ultra Rare,1.78
26821,Kojikocy,Common,1.25
26822,Koumori Dragon,Common,1.56
26823,La Jinn the Mystical Genie of the Lamp,Common,1.29
26824,Light of Intervention,Common,1.3
26825,Lord of D.,Common,1.28
26826,Luster Dragon 2,Common,1.28
26827,Mad Sword Beast,Common,1.22
26828,Megamorph,Common,1.27
26829,Monster Reborn,Common,1.72
26830,Mountain,Common,1.25
26831,Mysterious Puppeteer,Common,1.25
26832,Mystic Horseman,Common,1.28
26833,Mystic Tomato,Common,1.98
26834,Nobleman of Crossout,Common,2.09
26835,Ookazi,Common,1.31
26836,Opticlops,Common,1.29
26837,Paladin of White Dragon,Common,1.25
26838,Premature Burial,Common,1.47
26839,Riryoku Field,Common,1.2
26840,Rogue Doll,Common,1.19
26841,Rush Recklessly,Common,1.26
26842,Ryu-Kishin Powered,Common,1.26
26843,Shadow Spell,Super Rare,1.25
26844,Skull Red Bird,Common,1.31
26845,Soul Exchange,Common,1.32
26846,Spirit Ryu,Common,1.26
26847,The Dragon Dwelling in the Cave,Common,1.21
26848,The Flute of Summoning Dragon,Common,1.31
26849,The Inexperienced Spy,Common,1.29
26850,Trap Hole,Common,1.28
26851,Trap Master,Common,1.45
26852,Tribute to The Doomed,Common,1.37
26853,Uraby,Common,1.25
26854,White Dragon Ritual,Common,1.39
26855,Witch of the Black Forest,Common,1.44
26856,Alexandrite Dragon,Common,1.45
26857,Aqua Madoor,Common,1.42
26858,Battle Ox,Common,1.43
26859,Birthright,Common,1.29
26860,Blade Knight,Common,1.78
26861,Blue-Eyes White Dragon,Common,1.88
26862,Blue-Eyes White Dragon,Ultimate Rare,1.89
26863,Burst Stream of Destruction,Common,1.19
26864,Chaos Necromancer,Common,1.42
26865,Cybernetic Cyclopean,Common,1.29
26866,Damage Gate,Common,1.29
26867,Dark Hole,Common,1.64
26868,Des Feral Imp,Common,1.4
26869,Des Mosquito,Common,1.26
26870,Divine Dragon Apocralyph,Common,1.27
26871,Dragonic Tactics,Common,1.25
26872,Enemy Controller,Common,1.56
26873,Horus the Black Flame Dragon LV4,Common,1.76
26874,Horus the Black Flame Dragon LV6,Common,1.66
26875,Interplanetarypurplythorny Dragon,Common,1.31
26876,Kaiser Sea Horse,Common,1.27
26877,La Jinn the Mystical Genie of the Lamp,Common,1.35
26878,Luster Dragon #2,Common,1.33
26879,Mad Dog of Darkness,Common,1.28
26880,Mystical Space Typhoon,Common,1.48
26881,Offerings to the Doomed,Common,1.5
26882,Opticlops,Common,1.2
26883,Puppet Plant,Common,1.34
26884,Rush Recklessly,Common,1.27
26885,Sakuretsu Armor,Common,1.81
26886,Shadow Spell,Common,1.3
26887,Shard of Greed,Common,1.9
26888,Shield Crush,Common,1.28
26889,Shrink,Common,1.3
26890,Silent Doom,Common,1.21
26891,Soul Exchange,Common,1.31
26892,Stamping Destruction,Common,1.31
26893,The Dragon Dwelling in the Cave,Common,1.26
26894,Threatening Roar,Common,1.59
26895,Tiger Dragon,Common,1.26
26896,Trap Hole,Common,1.23
26897,Tribute to The Doomed,Common,1.47
26898,Twin-Headed Behemoth,Common,1.28
26899,Vanguard of the Dragon,Common,1.32
26900,Vorse Raider,Common,1.35
26901,Wattaildragon,Common,1.28
26902,Widespread Ruin,Common,1.48
26903,X-Head Cannon,Common,1.37
26904,Yomi Ship,Common,1.33
26905,Battle Fader,Common,1.78
26906,Beast King Barbaros,Common,1.26
26907,Bitron,Common,1.19
26908,Book of Moon,Common,2.35
26909,Bottomless Trap Hole,Common,1.37
26910,Burden of the Mighty,Common,1.83
26911,Call of the Haunted,Common,1.31
26912,Cardcar D,Common,1.33
26913,Compulsory Evacuation Device,Common,1.36
26914,Cyber Dragon,Common,1.34
26915,Cynet Universe,Common,1.77
26916,Dark Bribe,Common,1.95
26917,Dark Hole,Common,1.68
26918,Decode Talker,Ultra Rare,1.32
26919,Draconnet,Common,1.48
26920,Effect Veiler,Common,2.67
26921,Evilswarm Mandragora,Common,1.8
26922,Exarion Universe,Common,1.81
26923,Fiendish Chain,Common,1.51
26924,Forbidden Lance,Common,1.62
26925,Galaxy Serpent,Common,1.31
26926,Honeybot,Super Rare,1.25
26927,Jar of Avarice,Common,1.48
26928,Kuribandit,Common,1.76
26929,Link Spider,Super Rare,4.09
26930,Linkslayer,Ultra Rare,2.12
26931,Marauding Captain,Common,1.37
26932,Marshmallon,Common,1.36
26933,Mirror Force,Common,1.89
26934,Monster Reincarnation,Common,1.3
26935,Mystery Shell Dragon,Common,1.43
26936,Mystical Space Typhoon,Common,1.47
26937,Photon Thrasher,Common,1.49
26938,Pot of Duality,Common,1.92
26939,RAM Clouder,Super Rare,1.63
26940,Ring of Destruction,Common,1.88
26941,"Ryko, Lightsworn Hunter",Common,1.86
26942,Sangan,Common,1.52
26943,Supply Squad,Common,1.26
26944,Swift Scarecrow,Common,1.37
26945,Terraforming,Common,1.63
26946,Torrential Tribute,Common,1.39
26947,United We Stand,Common,1.58
26948,Aqua Madoor,Common,1.33
26949,Armed Ninja,Common,1.35
26950,Black Illusion Ritual,Common,1.32
26951,Black Pendant,Common,1.3
26952,Blue-Eyes Toon Dragon,Common,2.06
26953,Castle Walls,Common,1.32
26954,Change of Heart,Common,1.77
26955,Dark Hole,Common,1.64
26956,De-Spell,Common,1.29
26957,Dian Keto the Cure Master,Common,1.35
26958,Dream Clown,Common,1.34
26959,Enchanted Javelin,Common,1.23
26960,Fissure,Common,1.36
26961,Giant Soldier of Stone,Common,1.31
26962,Graceful Charity,Super Rare,4.43
26963,Gryphon Wing,Super Rare,1.16
26964,Hane-Hane,Common,1.36
26965,Hiro's Shadow Scout,Common,1.32
26966,Illusionist Faceless Mage,Common,1.22
26967,Jigen Bakudan,Common,1.24
26968,Magic Jammer,Common,1.52
26969,Man-Eater Bug,Common,1.76
26970,Manga Ryu-Ran,Common,1.37
26971,Mask of Darkness,Common,1.47
26972,Monster Reborn,Common,1.83
26973,Muka Muka,Common,1.32
26974,Mystical Space Typhoon,Common,1.57
26975,Red Archery Girl,Common,1.32
26976,Reinforcements,Common,1.44
26977,Relinquished,Ultra Rare,2.38
26978,Remove Trap,Common,1.33
26979,Ring of Magnetism,Common,1.32
26980,Robbin' Goblin,Common,1.34
26981,Rogue Doll,Common,1.29
26982,Rush Recklessly,Common,1.31
26983,Ryu-Ran,Common,1.35
26984,Seven Tools of the Bandit,Common,1.33
26985,Sonic Bird,Common,1.37
26986,Soul Release,Common,1.6
26987,Stop Defense,Common,1.68
26988,Toon Alligator,Common,1.53
26989,Toon Mermaid,Common,1.48
26990,Toon Summoned Skull,Common,1.61
26991,Toon World,Common,1.37
26992,Trap Hole,Common,1.33
26993,Ultimate Offering,Common,1.36
26994,Uraby,Common,1.3
26995,Waboku,Common,1.59
26996,Witch of the Black Forest,Common,1.48
26997,Yami,Common,1.3
26998,A Feather of the Phoenix,Common,1.92
26999,Abaki,Common,1.39
27000,Acrobat Monkey,Common,1.57
27001,Ambulanceroid,Common,4.13
27002,Archfiend Soldier,Common,2.76
27003,Black Pendant,Common,1.88
27004,Book of Moon,Common,2.88
27005,Brain Control,Common,1.7
27006,Chiron the Mage,Common,1.32
27007,Cyber-Tech Alligator,Common,1.98
27008,Cycroid,Common,1.69
27009,Dark Blade,Common,1.4
27010,Dekoichi the Battlechanted Locomotive,Common,3.51
27011,Drillroid,Super Rare,1.75
27012,Earthquake,Common,1.51
27013,Enemy Controller,Common,1.63
27014,Expressroid,Ultra Rare,1.99
27015,Giant Trunade,Common,1.98
27016,Gyroid,Common,1.39
27017,Heavy Storm,Common,3.89
27018,Jerry Beans Man,Common,1.82
27019,Lightning Vortex,Common,2.99
27020,Magic Cylinder,Common,2.5
27021,Magic Jammer,Common,1.89
27022,Mask of Darkness,Common,1.74
27023,Negate Attack,Common,1.75
27024,Patroid,Common,1.55
27025,Poison Mummy,Common,1.79
27026,Rescueroid,Common,4.16
27027,Rising Energy,Common,1.48
27028,Robotic Knight,Common,1.75
27029,Rush Recklessly,Common,1.35
27030,Sakuretsu Armor,Common,2.18
27031,Seven Tools of the Bandit,Common,1.52
27032,Smashing Ground,Common,3.34
27033,Steamroid,Common,1.9
27034,Submarineroid,Common,1.75
27035,Supercharge,Common,1.58
27036,Threatening Roar,Common,1.86
27037,Trap Hole,Common,1.66
27038,"Zure, Knight of Dark World",Common,1.42
27039,Alexandrite Dragon,Common,1.54
27040,Blustering Winds,Common,1.4
27041,Burden of the Mighty,Common,1.3
27042,Call of the Haunted,Common,1.36
27043,Chiron the Mage,Common,1.31
27044,Cyber Dragon,Common,1.53
27045,Draining Shield,Common,1.77
27046,Dust Tornado,Common,1.55
27047,Ego Boost,Common,1.29
27048,Feedback Warrior,Common,1.18
27049,Fissure,Common,1.3
27050,Frostosaurus,Common,1.26
27051,Ganbara Knight,Common,1.31
27052,Giant Rat,Common,1.46
27053,Goblindbergh,Common,1.57
27054,Gogogo Giant,Common,1.34
27055,Gogogo Golem,Common,1.31
27056,Gravity Axe - Grarl,Common,1.31
27057,Heartfelt Appeal,Common,1.44
27058,Limit Reverse,Common,1.45
27059,Maestroke the Symphony Djinn,Super Rare,1.69
27060,Magic Cylinder,Common,1.72
27061,Marauding Captain,Common,1.39
27062,Melomelody the Brass Djinn,Super Rare,1.29
27063,Muzurhythm the String Djinn,Super Rare,1.31
27064,Mystical Space Typhoon,Common,1.83
27065,Number 39: Utopia,Ultra Rare,1.54
27066,Penguin Soldier,Common,1.55
27067,Raigeki Break,Common,1.75
27068,Reinforcement of the Army,Common,1.35
27069,Sangan,Common,1.68
27070,Seven Tools of the Bandit,Common,1.45
27071,Shine Knight,Common,1.29
27072,Shining Angel,Common,1.53
27073,Spirit of the Harp,Common,1.28
27074,Star Changer,Common,1.49
27075,Swords of Revealing Light,Common,1.37
27076,Temtempo the Percussion Djinn,Super Rare,1.47
27077,Trap Hole,Common,1.31
27078,Trident Warrior,Common,1.28
27079,Xyz Effect,Common,1.25
27080,Xyz Energy,Common,1.28
27081,Zubaba Knight,Common,1.33
27082,Ancient Elf,Common,1.28
27083,Ancient Elf,Common,2.41
27084,Ansatsu,Common,1.33
27085,Baron of the Fiend Sword,Common,1.39
27086,Beaver Warrior,Common,1.24
27087,Book of Secret Arts,Common,1.33
27088,Card Destruction,Super Rare,3.03
27089,Castle Walls,Common,1.32
27090,Celtic Guardian,Common,1.33
27091,Celtic Guardian,Common,2.82
27092,Change of Heart,Common,1.87
27093,Change of Heart,Common,11.4
27094,Claw Reacher,Common,1.6
27095,Curse of Dragon,Common,1.63
27096,Dark Hole,Common,1.57
27097,Dark Magician,Ultra Rare,13.75
27098,De-Spell,Common,1.37
27099,Dian Keto the Cure Master,Common,1.47
27100,Doma The Angel of Silence,Common,1.22
27101,Dragon Capture Jar,Common,1.38
27102,Dragon Zombie,Common,1.4
27103,Feral Imp,Common,1.2
27104,Feral Imp,Common,2.83
27105,Fissure,Common,1.32
27106,Fissure,Common,13.22
27107,Gaia The Fierce Knight,Common,1.38
27108,Giant Soldier of Stone,Common,1.31
27109,Giant Soldier of Stone,Common,2.35
27110,Great White,Common,1.46
27111,Last Will,Common,2.13
27112,Magical Ghost,Common,1.3
27113,Magical Ghost,Common,4.19
27114,Mammoth Graveyard,Common,1.32
27115,Man-Eater Bug,Common,1.91
27116,Man-Eating Treasure Chest,Common,1.35
27117,Monster Reborn,Common,1.76
27118,Mystic Clown,Common,1.29
27119,Mystical Elf,Common,1.28
27120,Neo the Magic Swordsman,Common,1.66
27121,Reinforcements,Common,1.38
27122,Remove Trap,Common,1.32
27123,Reverse Trap,Common,1.26
27124,Silver Fang,Common,1.28
27125,Sorcerer of the Doomed,Common,1.45
27126,Sorcerer of the Doomed,Common,4.97
27127,Soul Exchange,Super Rare,1.36
27128,Soul Exchange,Super Rare,11.12
27129,Sword of Dark Destruction,Common,1.36
27130,The Stern Mystic,Common,1.26
27131,Trap Hole,Common,1.3
27132,Trap Master,Common,1.81
27133,Trap Master,Common,3.05
27134,Two-Pronged Attack,Common,1.4
27135,Ultimate Offering,Common,1.36
27136,Waboku,Common,1.55
27137,Wall of Illusion,Common,1.66
27138,"Winged Dragon, Guardian of the Fortress 1",Common,1.31
27139,Witty Phantom,Common,1.25
27140,Yami,Common,1.31
27141,Axe of Despair,Common,2.28
27142,Backup Soldier,Common,1.27
27143,Beaver Warrior,Common,1.28
27144,Black Luster Ritual,Super Rare,1.41
27145,Black Luster Soldier,Ultra Rare,1.92
27146,Card Destruction,Common,1.53
27147,Celtic Guardian,Common,1.29
27148,Change of Heart,Common,1.84
27149,Dark Blade,Common,1.27
27150,Dark Hole,Common,1.53
27151,Dark Magician,Super Rare,1.77
27152,Dian Keto the Cure Master,Common,1.24
27153,Disappear,Common,1.25
27154,Feral Imp,Common,1.26
27155,Fissure,Common,1.24
27156,Gaia The Fierce Knight,Common,1.36
27157,Gazelle the King of Mythical Beasts,Common,1.31
27158,Giant Rat,Common,1.29
27159,Giant Soldier of Stone,Common,1.29
27160,Great White,Common,1.33
27161,Kuriboh,Common,1.29
27162,Last Will,Common,1.79
27163,Magic Jammer,Common,1.58
27164,Malevolent Nuzzler,Common,1.26
27165,Man-Eater Bug,Common,1.75
27166,Monster Reborn,Common,1.68
27167,Mystic Clown,Common,1.27
27168,Mystic Plasma Zone,Common,1.43
27169,Mystical Elf,Common,1.31
27170,Mystical Space Typhoon,Common,1.53
27171,Neo the Magic Swordsman,Common,1.48
27172,Pot of Greed,Common,4.74
27173,Raigeki Break,Common,1.7
27174,Remove Trap,Common,1.34
27175,Royal Magical Library,Common,1.46
27176,Sangan,Common,1.52
27177,Seven Tools of the Bandit,Common,1.28
27178,Shift,Common,1.2
27179,Sonic Bird,Common,1.32
27180,Spellbinding Circle,Common,1.31
27181,Summoned Skull,Common,2.08
27182,Swords of Revealing Light,Common,1.37
27183,The Eye of Truth,Common,1.26
27184,The Reliable Guardian,Common,1.22
27185,Trap Hole,Common,1.23
27186,Waboku,Common,1.65
27187,Wall of Illusion,Common,1.53
27188,Warrior Dai Grepher,Common,1.28
27189,"Winged Dragon, Guardian of the Fortress 1",Common,1.2
27190,Zombyra the Dark,Common,1.54
27191,Atlantean Pikeman,Common,1.27
27192,Axe Raider,Common,1.28
27193,Backup Soldier,Common,1.3
27194,Birthright,Common,1.27
27195,Charcoal Inpachi,Common,1.28
27196,Colossal Fighter,Super Rare,3.7
27197,Copycat,Common,1.84
27198,Dark Blade,Common,1.28
27199,Divine Wrath,Common,1.71
27200,Double Summon,Common,1.7
27201,Exiled Force,Common,1.39
27202,Frequency Magician,Common,1.69
27203,"Gaia Knight, the Force of Earth",Super Rare,2.07
27204,Junk Synchron,Common,3.62
27205,Junk Warrior,Ultra Rare,3.15
27206,Lightning Vortex,Common,2.13
27207,Magna Drago,Common,1.34
27208,Marauding Captain,Common,1.36
27209,Miniaturize,Common,1.24
27210,Monster Reincarnation,Common,1.29
27211,Mystic Tomato,Common,1.86
27212,"Renge, Gatekeeper of Dark World",Common,1.27
27213,Rush Recklessly,Common,1.26
27214,Sakuretsu Armor,Common,1.81
27215,Scrap-Iron Scarecrow,Common,2.99
27216,Seven Tools of the Bandit,Common,1.3
27217,Smashing Ground,Common,1.96
27218,Sonic Chick,Common,1.31
27219,Speed Warrior,Common,1.29
27220,Spellbinding Circle,Common,1.32
27221,Spiral Serpent,Common,1.28
27222,Symbols of Duty,Common,1.26
27223,Synchro Blast Wave,Common,1.3
27224,Synchro Boost,Common,1.31
27225,Synchronized Realm,Common,2.32
27226,The Warrior Returning Alive,Common,1.29
27227,Threatening Roar,Common,1.45
27228,Trap Hole,Common,1.3
27229,Tune Warrior,Common,1.54
27230,Twister,Common,1.29
27231,UFO Turtle,Common,1.28
27232,Water Spirit,Common,1.43
27233,Woodborg Inpachi,Common,1.28
27234,Creature Swap,Common,1.37
27235,Cyber-Tech Alligator,Common,2.28
27236,De-Synchro,Common,1.54
27237,Des Koala,Common,1.59
27238,Dust Tornado,Common,1.69
27239,Emergency Provisions,Common,2.0
27240,Giant Trunade,Common,1.92
27241,Goblin Attack Force,Common,1.38
27242,Gogiga Gagagigo,Common,3.08
27243,Gottoms' Emergency Call,Common,4.7
27244,Junk Synchron,Common,2.46
27245,Junk Warrior,Common,1.82
27246,Limit Reverse,Common,1.3
27247,Magic Drain,Common,1.39
27248,Magna Drago,Common,1.32
27249,Miniaturize,Common,1.24
27250,Ookazi,Common,1.34
27251,Penguin Soldier,Common,2.14
27252,Powered Tuner,Common,1.52
27253,Pride of the Weak,Common,1.34
27254,Quillbolt Hedgehog,Common,1.34
27255,Raigeki Break,Common,2.16
27256,Road Synchron,Super Rare,1.62
27257,Road Warrior,Ultra Rare,2.49
27258,Rush Recklessly,Common,1.2
27259,Saber Beetle,Common,1.28
27260,Sabersaurus,Common,1.27
27261,Sasuke Samurai,Common,1.3
27262,Scrap-Iron Scarecrow,Common,3.36
27263,Skelengel,Common,1.56
27264,Sonic Chick,Common,1.3
27265,Speed Warrior,Common,1.29
27266,Synchro Boost,Common,1.33
27267,The Dragon Dwelling in the Cave,Common,1.29
27268,The Warrior Returning Alive,Common,1.27
27269,Tribute to The Doomed,Common,1.53
27270,Twister,Common,1.29
27271,Unstable Evolution,Common,1.3
27272,Widespread Ruin,Common,1.71
27273,X-Saber Airbellum,Common,1.93
27274,X-Saber Anu Piranha,Common,1.83
27275,X-Saber Galahad,Common,1.3
27276,X-Saber Urbellum,Super Rare,1.46
27277,4-Starred Ladybug of Doom,Common,1.3
27278,Ancient Rules,Common,1.85
27279,Black Pendant,Common,1.44
27280,Book of Moon,Common,1.85
27281,Breaker the Magical Warrior,Common,1.71
27282,Buster Blader,Common,1.49
27283,Call of the Haunted,Common,1.29
27284,Dark Blade,Common,1.3
27285,Dark Hole,Common,1.64
27286,Dark Magic Attack,Common,1.76
27287,Dark Magician,Common,1.69
27288,Dark Magician,Ultimate Rare,1.67
27289,Dark Magician Girl,Common,1.85
27290,Double Coston,Common,1.67
27291,Electric Virus,Common,1.41
27292,Gemini Elf,Common,1.68
27293,Giant Soldier of Stone,Common,1.3
27294,Green Gadget,Common,1.36
27295,Kuriboh,Common,1.4
27296,Mage Power,Common,1.6
27297,Magic Cylinder,Common,1.79
27298,Magical Dimension,Common,1.35
27299,Magician's Valkyria,Common,2.05
27300,Magicians Unite,Common,1.19
27301,Miracle Restoring,Common,1.22
27302,Mirror Force,Common,1.97
27303,Mystical Elf,Common,1.29
27304,Mystical Space Typhoon,Common,1.65
27305,Neo the Magic Swordsman,Common,1.5
27306,Old Vindictive Magician,Common,1.56
27307,Red Gadget,Common,1.3
27308,Rising Energy,Common,1.23
27309,Shard of Greed,Common,1.9
27310,Silent Swordsman LV3,Common,1.33
27311,Silent Swordsman LV5,Common,1.3
27312,Skilled Dark Magician,Common,1.41
27313,Skilled White Magician,Common,1.31
27314,Soul Taker,Common,1.35
27315,Spellbinding Circle,Common,1.3
27316,Summoned Skull,Common,2.08
27317,Swords of Revealing Light,Common,1.42
27318,The Tricky,Common,1.35
27319,Thousand Knives,Common,1.61
27320,Trap Hole,Common,1.3
27321,Waboku,Common,1.56
27322,Yellow Gadget,Common,1.31
27323,Zero Gravity,Common,1.21
27324,Archfiend Eccentrick,Common,7.17
27325,Back-Up Rider,Common,1.25
27326,Beast King Barbaros,Common,1.29
27327,Book of Moon,Common,1.93
27328,Burden of the Mighty,Common,1.43
27329,Ceasefire,Common,1.38
27330,Chaos Burst,Common,1.33
27331,Dark Bribe,Common,1.94
27332,Dragon Dowser,Common,1.33
27333,Draining Shield,Common,1.8
27334,Draw Muscle,Common,1.29
27335,Foucault's Cannon,Common,1.26
27336,Gene-Warped Warwolf,Common,1.37
27337,Giant Rat,Common,1.34
27338,Hippo Carnival,Common,1.31
27339,Hippo Token,Common,1.58
27340,Hippo Token,Common,1.4
27341,Hippo Token,Common,1.58
27342,Lightning Vortex,Common,1.85
27343,Lucky Iron Axe,Common,1.26
27344,Mystical Space Typhoon,Common,1.63
27345,Odd-Eyes Pendulum Dragon,Common,1.41
27346,Pendulum Reborn,Common,1.27
27347,Performapal Dramatic Theater,Common,1.4
27348,Performapal Drummerilla,Common,1.23
27349,Performapal Hip Hippo,Common,1.26
27350,Performapal King Bear,Ultra Rare,1.28
27351,Performapal Longphone Bull,Super Rare,1.24
27352,Performapal Momoncarpet,Super Rare,1.26
27353,Performapal Parrotrio,Super Rare,1.28
27354,Performapal Pinch Helper,Common,1.27
27355,Performapal Secondonkey,Common,1.26
27356,Performapal Show Down,Common,1.31
27357,Performapal Sleight Hand Magician,Ultra Rare,1.28
27358,Performapal Swincobra,Common,1.35
27359,Performapal Teeter Totter Hopper,Common,1.29
27360,Pitch-Black Warwolf,Common,1.27
27361,Raigeki Break,Common,1.75
27362,Smile World,Common,1.48
27363,Stargazer Magician,Common,1.34
27364,Threatening Roar,Common,1.49
27365,Timegazer Magician,Common,1.32
27366,Wall of Disruption,Common,1.73
27367,Asceticism of the Six Samurai,Rare,1.96
27368,Atomic Scrap Dragon,Ultra Rare,1.82
27369,Atomic Scrap Dragon,Ultimate Rare,1.82
27370,Barrier Resonator,Common,1.24
27371,Blackboost,Common,1.28
27372,Blackwing - Boreas the Sharp,Rare,1.3
27373,Blackwing - Brisote the Tailwind,Common,1.28
27374,Blackwing - Calima the Haze,Common,1.21
27375,Blood Sucker,Common,1.25
27376,Chaos Hunter,Secret Rare,22.81
27377,Cosmic Compass,Common,1.29
27378,Cyber Shield,Common,1.31
27379,D.D. Sprite,Super Rare,2.02
27380,Divine Relic Mjollnir,Common,1.29
27381,Divine Wind of Mist Valley,Common,1.23
27382,Doppelwarrior,Rare,1.57
27383,Dverg of the Nordic Alfar,Rare,1.28
27384,Elemental HERO Ice Edge,Super Rare,2.91
27385,Foolish Return,Rare,1.56
27386,Forbidden Lance,Super Rare,14.05
27387,Garmr of the Nordic Beasts,Common,1.23
27388,"Gleipnir, the Fetters of Fenrir",Ultra Rare,1.73
27389,"Gleipnir, the Fetters of Fenrir",Ultimate Rare,1.73
27390,Gotterdammerung,Common,1.27
27391,Guldfaxe of the Nordic Beasts,Rare,1.32
27392,Hope for Escape,Rare,1.77
27393,Hourglass of Courage,Common,1.26
27394,Kagemusha of the Six Samurai,Common,1.45
27395,Karakuri Cash Cache,Common,1.38
27396,Karakuri Gold Dust,Common,1.29
27397,"Karakuri Muso mdl 818 ""Haipa""",Ultra Rare,2.22
27398,"Karakuri Muso mdl 818 ""Haipa""",Ultimate Rare,2.2
27399,"Karakuri Ninja mdl 919 ""Kuick""",Common,1.28
27400,"Karakuri Steel Shogun mdl 00X ""Bureido""",Ultra Rare,4.03
27401,"Karakuri Steel Shogun mdl 00X ""Bureido""",Ultimate Rare,4.04
27402,"Karakuri Watchdog mdl 313 ""Saizan""",Common,1.37
27403,Legendary Six Samurai - Enishi,Ultra Rare,10.45
27404,Legendary Six Samurai - Enishi,Ultimate Rare,10.34
27405,Legendary Six Samurai - Kageki,Rare,1.58
27406,Legendary Six Samurai - Kizan,Super Rare,3.95
27407,Legendary Six Samurai - Mizuho,Common,1.61
27408,Legendary Six Samurai - Shi En,Ultra Rare,6.23
27409,Legendary Six Samurai - Shi En,Ultimate Rare,6.21
27410,Legendary Six Samurai - Shinai,Common,1.65
27411,Ljosalf of the Nordic Alfar,Common,1.21
27412,"Loki, Lord of the Aesir",Ultra Rare,3.69
27413,"Loki, Lord of the Aesir",Ultimate Rare,3.97
27414,Majioshaleon,Common,1.28
27415,March Towards Ragnarok,Rare,1.3
27416,"Maxx ""C""",Secret Rare,83.91
27417,Mimir of the Nordic Ascendant,Common,1.29
27418,Musakani Magatama,Rare,1.33
27419,Needle Ball,Common,1.25
